"област","община","населено място","брой население по ПА","брой население по НА"
"БУРГАС","СРЕДЕЦ","С.МОМИНА ЦЪРКВА","188","299"
"БУРГАС","СРЕДЕЦ","С.ЗАГОРЦИ","221","319"
"БУРГАС","СРЕДЕЦ","С.ЗОРНИЦА","274","328"
"БУРГАС","СРЕДЕЦ","С.КИРОВО","10","55"
"БУРГАС","СРЕДЕЦ","С.КУБАДИН","19","72"
"БУРГАС","СРЕДЕЦ","С.МАЛИНА","54","70"
"БУРГАС","СРЕДЕЦ","С.ОРЛИНЦИ","396","414"
"БУРГАС","СРЕДЕЦ","С.ПРОХОД","50","124"
"БУРГАС","СРЕДЕЦ","С.ПЪНЧЕВО","14","53"
"БУРГАС","СРЕДЕЦ","С.РАДОЙНОВО","37","57"
"БУРГАС","СРЕДЕЦ","С.РОСЕНОВО","8","30"
"БУРГАС","СРЕДЕЦ","С.СВЕТЛИНА","120","200"
"БУРГАС","СРЕДЕЦ","С.СИНЬО КАМЕНЕ","10","17"
"БУРГАС","СРЕДЕЦ","С.СЛИВОВО","87","114"
"БУРГАС","СРЕДЕЦ","С.СУХОДОЛ","59","113"
"БУРГАС","СРЕДЕЦ","С.ВЪЛЧАНОВО","15","133"
"БУРГАС","СРЕДЕЦ","С.ТРАКИЙЦИ","1","4"
"БУРГАС","СРЕДЕЦ","С.ФАКИЯ","289","407"
"БУРГАС","КАМЕНО","С.ВИНАРСКО","881","881"
"БУРГАС","КАМЕНО","С.ВРАТИЦА","146","176"
"БУРГАС","КАМЕНО","С.ЖЕЛЯЗОВО","211","153"
"БУРГАС","КАМЕНО","ГР.КАМЕНО","5750","5426"
"БУРГАС","КАМЕНО","С.КРЪСТИНА","889","916"
"БУРГАС","КАМЕНО","С.ЛИВАДА","134","386"
"БУРГАС","КАМЕНО","С.КОНСТАНТИНОВО","207","659"
"БУРГАС","КАМЕНО","С.ПОЛСКИ ИЗВОР","266","709"
"БУРГАС","КАМЕНО","С.РУСОКАСТРО","1072","1186"
"БУРГАС","КАМЕНО","С.СВОБОДА","471","511"
"БУРГАС","КАМЕНО","С.ТРОЯНОВО","1359","1285"
"БУРГАС","КАМЕНО","С.ТРЪСТИКОВО","229","557"
"БУРГАС","КАМЕНО","С.ЧЕРНИ ВРЪХ","548","973"
"БУРГАС","КАРНОБАТ","С.АСПАРУХОВО","91","144"
"БУРГАС","КАРНОБАТ","С.ДЕТЕЛИНА","240","272"
"БУРГАС","КАРНОБАТ","С.ВЕНЕЦ","199","251"
"БУРГАС","КАРНОБАТ","С.ГЛУМЧЕ","58","104"
"БУРГАС","КАРНОБАТ","С.ДЕВЕТАК","122","166"
"БУРГАС","КАРНОБАТ","С.ДЕВЕТИНЦИ","25","45"
"БУРГАС","КАРНОБАТ","С.ДОБРИНОВО","72","95"
"БУРГАС","КАРНОБАТ","С.ДРАГАНЦИ","86","118"
"БУРГАС","КАРНОБАТ","С.ДРАГОВО","361","283"
"БУРГАС","КАРНОБАТ","С.ЕКЗАРХ АНТИМОВО","1112","1057"
"БУРГАС","КАРНОБАТ","С.ЖЕЛЕЗНИК","40","62"
"БУРГАС","КАРНОБАТ","С.ЖИТОСВЯТ","111","104"
"БУРГАС","КАРНОБАТ","С.ЗИМЕН","210","196"
"БУРГАС","КАРНОБАТ","С.ИСКРА","412","393"
"БУРГАС","КАРНОБАТ","ГР.КАРНОБАТ","20206","17974"
"БУРГАС","КАРНОБАТ","С.КЛИКАЧ","996","774"
"БУРГАС","КАРНОБАТ","С.КОЗАРЕ","24","30"
"БУРГАС","КАРНОБАТ","С.КРУМОВО ГРАДИЩЕ","513","528"
"БУРГАС","КАРНОБАТ","С.КРУШОВО","52","93"
"БУРГАС","КАРНОБАТ","С.МЪДРИНО","52","102"
"БУРГАС","КАРНОБАТ","С.НЕВЕСТИНО","447","506"
"БУРГАС","КАРНОБАТ","С.ОГНЕН","102","165"
"БУРГАС","КАРНОБАТ","С.РАКЛИЦА","64","92"
"БУРГАС","КАРНОБАТ","С.САН-СТЕФАНО","51","84"
"БУРГАС","КАРНОБАТ","С.СИГМЕН","121","159"
"БУРГАС","КАРНОБАТ","С.СОКОЛОВО","353","424"
"БУРГАС","КАРНОБАТ","С.СЪРНЕВО","85","138"
"БУРГАС","КАРНОБАТ","С.СМОЛНИК","68","107"
"БУРГАС","КАРНОБАТ","С.ХАДЖИИТЕ","315","294"
"БУРГАС","КАРНОБАТ","С.ЦЕРКОВСКИ","93","151"
"БУРГАС","КАРНОБАТ","С.ЧЕРКОВО","119","138"
"БУРГАС","МАЛКО ТЪРНОВО","С.БЛИЗНАК","19","48"
"БУРГАС","МАЛКО ТЪРНОВО","С.БРЪШЛЯН","19","59"
"БУРГАС","МАЛКО ТЪРНОВО","С.БЯЛА ВОДА","18","41"
"БУРГАС","МАЛКО ТЪРНОВО","С.ВИЗИЦА","9","51"
"БУРГАС","МАЛКО ТЪРНОВО","С.ГРАМАТИКОВО","175","286"
"БУРГАС","МАЛКО ТЪРНОВО","С.ЕВРЕНОЗОВО","11","28"
"БУРГАС","МАЛКО ТЪРНОВО","С.ЗАБЕРНОВО","54","74"
"БУРГАС","МАЛКО ТЪРНОВО","С.ЗВЕЗДЕЦ","394","485"
"БУРГАС","МАЛКО ТЪРНОВО","С.КАЛОВО","6","33"
"БУРГАС","МАЛКО ТЪРНОВО","ГР.МАЛКО ТЪРНОВО","2181","2029"
"БУРГАС","МАЛКО ТЪРНОВО","С.МЛАДЕЖКО","9","33"
"БУРГАС","МАЛКО ТЪРНОВО","С.СЛИВАРОВО","3","3"
"БУРГАС","МАЛКО ТЪРНОВО","С.СТОИЛОВО","35","56"
"БУРГАС","ЦАРЕВО","ГР.АХТОПОЛ","1255","1296"
"БУРГАС","ЦАРЕВО","С.БРОДИЛОВО","215","231"
"БУРГАС","ЦАРЕВО","С.БЪЛГАРИ","43","44"
"БУРГАС","ЦАРЕВО","С.ВАРВАРА","245","283"
"БУРГАС","ЦАРЕВО","С.ВЕЛИКА","51","76"
"БУРГАС","ЦАРЕВО","С.ИЗГРЕВ","13","37"
"БУРГАС","ЦАРЕВО","С.КОНДОЛОВО","3","11"
"БУРГАС","ЦАРЕВО","С.КОСТИ","182","194"
"БУРГАС","ЦАРЕВО","С.ЛОЗЕНЕЦ","554","665"
"БУРГАС","ЦАРЕВО","ГР.ЦАРЕВО","6104","5952"
"БУРГАС","ЦАРЕВО","С.РЕЗОВО","19","59"
"БУРГАС","ЦАРЕВО","С.СИНЕМОРЕЦ","297","434"
"БУРГАС","ЦАРЕВО","С.ФАЗАНОВО","22","32"
"БУРГАС","НЕСЕБЪР","С.БАНЯ","125","174"
"БУРГАС","НЕСЕБЪР","ГР.СВЕТИ ВЛАС","2841","3386"
"БУРГАС","НЕСЕБЪР","С.ГЮЛЬОВЦА","1063","1169"
"БУРГАС","НЕСЕБЪР","С.ЕМОНА","17","47"
"БУРГАС","НЕСЕБЪР","С.КОЗНИЦА","4","12"
"БУРГАС","НЕСЕБЪР","С.КОШАРИЦА","1133","1307"
"БУРГАС","НЕСЕБЪР","ГР.НЕСЕБЪР","12854","13782"
"БУРГАС","НЕСЕБЪР","ГР.ОБЗОР","2051","2333"
"БУРГАС","НЕСЕБЪР","С.ОРИЗАРЕ","1495","1582"
"БУРГАС","НЕСЕБЪР","С.ПАНИЦОВО","43","104"
"БУРГАС","НЕСЕБЪР","С.ПРИСЕЛЦИ","34","84"
"БУРГАС","НЕСЕБЪР","С.РАВДА","2204","2554"
"БУРГАС","НЕСЕБЪР","С.РАКОВСКОВО","26","82"
"БУРГАС","НЕСЕБЪР","С.ТЪНКОВО","1209","1324"
"БУРГАС","ПОМОРИЕ","С.АЛЕКСАНДРОВО","60","112"
"БУРГАС","ПОМОРИЕ","ГР.АХЕЛОЙ","2129","2083"
"БУРГАС","ПОМОРИЕ","С.БАТА","1195","1283"
"БУРГАС","ПОМОРИЕ","С.ГАБЕРОВО","675","610"
"БУРГАС","ПОМОРИЕ","С.ГОРИЦА","673","743"
"БУРГАС","ПОМОРИЕ","С.ГЪЛЪБЕЦ","1358","1239"
"БУРГАС","ПОМОРИЕ","С.ДЪБНИК","1222","783"
"БУРГАС","ПОМОРИЕ","С.БЕЛОДОЛ","498","472"
"БУРГАС","ПОМОРИЕ","ГР.КАБЛЕШКОВО","2879","2978"
"БУРГАС","ПОМОРИЕ","С.КАМЕНАР","247","315"
"БУРГАС","ПОМОРИЕ","С.КОЗИЧИНО","126","172"
"БУРГАС","ПОМОРИЕ","С.КОСОВЕЦ","257","217"
"БУРГАС","ПОМОРИЕ","С.ЛЪКА","123","315"
"БУРГАС","ПОМОРИЕ","С.МЕДОВО","348","413"
"БУРГАС","ПОМОРИЕ","ГР.ПОМОРИЕ","14129","13696"
"БУРГАС","ПОМОРИЕ","С.ПОРОЙ","887","854"
"БУРГАС","ПОМОРИЕ","С.СТРАЦИН","1484","1408"
"БУРГАС","РУЕН","С.БИЛКА","878","509"
"БУРГАС","РУЕН","С.ВИШНА","342","234"
"БУРГАС","РУЕН","С.ВРЕСОВО","1230","1014"
"БУРГАС","РУЕН","С.ПОДГОРЕЦ","460","348"
"БУРГАС","РУЕН","С.ДОБРА ПОЛЯНА","909","754"
"БУРГАС","РУЕН","С.ДОБРОМИР","1282","1051"
"БУРГАС","РУЕН","С.ДРОПЛА","443","294"
"БУРГАС","РУЕН","С.ДЪСКОТНА","861","738"
"БУРГАС","РУЕН","С.ДЮЛЯ","0","1"
"БУРГАС","РУЕН","С.ЗАИМЧЕВО","552","420"
"БУРГАС","РУЕН","С.ЗАЙЧАР","1365","1155"
"БУРГАС","РУЕН","С.ЗВЕЗДА","1","0"
"БУРГАС","РУЕН","С.КАМЕНЯК","219","177"
"БУРГАС","РУЕН","С.КАРАВЕЛЬОВО","550","476"
"БУРГАС","РУЕН","С.ЛИСТЕЦ","609","432"
"БУРГАС","РУЕН","С.ЛЮЛЯКОВО","2725","1759"
"БУРГАС","РУЕН","С.ПРИПЕК","509","420"
"БУРГАС","РУЕН","С.МРЕЖИЧКО","605","528"
"БУРГАС","РУЕН","С.ПРЕОБРАЖЕНЦИ","648","474"
"БУРГАС","РУЕН","С.ПЛАНИНИЦА","1787","1409"
"БУРГАС","РУЕН","С.ПРОСЕНИК","1441","1330"
"БУРГАС","РУЕН","С.РАЗБОЙНА","1196","877"
"БУРГАС","РУЕН","С.РЕЧИЦА","944","741"
"БУРГАС","РУЕН","С.РОЖДЕН","493","457"
"БУРГАС","РУЕН","С.РУДИНА","279","229"
"БУРГАС","РУЕН","С.РУЕН","3120","2851"
"БУРГАС","РУЕН","С.РУПЧА","748","451"
"БУРГАС","РУЕН","С.РЪЖИЦА","1549","1266"
"БУРГАС","РУЕН","С.СКАЛАК","771","542"
"БУРГАС","РУЕН","С.СНЕЖА","447","327"
"БУРГАС","РУЕН","С.СНЯГОВО","1249","1038"
"БУРГАС","РУЕН","С.СОКОЛЕЦ","699","533"
"БУРГАС","РУЕН","С.СРЕДНА МАХАЛА","399","332"
"БУРГАС","РУЕН","С.СТРУЯ","765","673"
"БУРГАС","РУЕН","С.ТОПЧИЙСКО","1049","871"
"БУРГАС","РУЕН","С.ТРЪНАК","1972","1266"
"БУРГАС","РУЕН","С.СИНИ РИД","469","327"
"БУРГАС","РУЕН","С.ЧЕРЕША","847","682"
"БУРГАС","РУЕН","С.ШИВАРОВО","489","292"
"БУРГАС","РУЕН","С.ЯБЪЛЧЕВО","1498","1231"
"БУРГАС","РУЕН","С.ЯСЕНОВО","583","398"
"БУРГАС","СОЗОПОЛ","С.ВЪРШИЛО","28","151"
"БУРГАС","СОЗОПОЛ","С.ГАБЪР","284","347"
"БУРГАС","СОЗОПОЛ","С.ЗИДАРОВО","1102","1173"
"БУРГАС","СОЗОПОЛ","С.ИНДЖЕ ВОЙВОДА","122","308"
"БУРГАС","СОЗОПОЛ","С.КРУШЕВЕЦ","756","957"
"БУРГАС","СОЗОПОЛ","С.ПРИСАД","62","231"
"БУРГАС","СОЗОПОЛ","С.РАВАДИНОВО","696","875"
"БУРГАС","СОЗОПОЛ","С.РАВНА ГОРА","1051","800"
"БУРГАС","СОЗОПОЛ","С.АТИЯ","830","951"
"БУРГАС","СОЗОПОЛ","С.РОСЕН","1412","1560"
"БУРГАС","СОЗОПОЛ","ГР.СОЗОПОЛ","4697","4638"
"БУРГАС","СОЗОПОЛ","ГР.ЧЕРНОМОРЕЦ","2086","2443"
"БУРГАС","СУНГУРЛАРЕ","С.БЕРОНОВО","59","134"
"БУРГАС","СУНГУРЛАРЕ","С.БОСИЛКОВО","65","64"
"БУРГАС","СУНГУРЛАРЕ","С.ВЕДРОВО","47","82"
"БУРГАС","СУНГУРЛАРЕ","С.ВЕЗЕНКОВО","368","351"
"БУРГАС","СУНГУРЛАРЕ","С.ВЪЛЧИН","418","446"
"БУРГАС","СУНГУРЛАРЕ","С.ГОРОВО","16","24"
"БУРГАС","СУНГУРЛАРЕ","С.ГРОЗДЕН","848","789"
"БУРГАС","СУНГУРЛАРЕ","С.ЕСЕН","38","72"
"БУРГАС","СУНГУРЛАРЕ","С.ЗАВЕТ","73","114"
"БУРГАС","СУНГУРЛАРЕ","С.КАМЧИЯ","240","79"
"БУРГАС","СУНГУРЛАРЕ","С.КЛИМАШ","387","338"
"БУРГАС","СУНГУРЛАРЕ","С.КОСТЕН","426","296"
"БУРГАС","СУНГУРЛАРЕ","С.ЛОЗАРЕВО","676","743"
"БУРГАС","СУНГУРЛАРЕ","С.ЛОЗИЦА","8","8"
"БУРГАС","СУНГУРЛАРЕ","С.МАНОЛИЧ","1330","1023"
"БУРГАС","СУНГУРЛАРЕ","С.ПОДВИС","304","378"
"БУРГАС","СУНГУРЛАРЕ","С.ПРИЛЕП","584","536"
"БУРГАС","СУНГУРЛАРЕ","С.ПЧЕЛИН","80","62"
"БУРГАС","СУНГУРЛАРЕ","С.САДОВО","171","161"
"БУРГАС","СУНГУРЛАРЕ","С.СКАЛА","5","24"
"БУРГАС","СУНГУРЛАРЕ","С.СЛАВЯНЦИ","821","802"
"БУРГАС","СУНГУРЛАРЕ","ГР.СУНГУРЛАРЕ","3600","3260"
"БУРГАС","СУНГУРЛАРЕ","С.СЪЕДИНЕНИЕ","1296","974"
"БУРГАС","СУНГУРЛАРЕ","С.ТЕРЗИЙСКО","63","69"
"БУРГАС","СУНГУРЛАРЕ","С.ВЕЛИСЛАВ","95","132"
"БУРГАС","СУНГУРЛАРЕ","С.ЧЕРНИЦА","316","337"
"БУРГАС","СУНГУРЛАРЕ","С.ЧУБРА","642","597"
"БУРГАС","СУНГУРЛАРЕ","С.ДЪБОВИЦА","15","69"
"БУРГАС","ПРИМОРСКО","С.ВЕСЕЛИЕ","416","718"
"БУРГАС","ПРИМОРСКО","ГР.КИТЕН","944","1102"
"БУРГАС","ПРИМОРСКО","С.НОВО ПАНИЧАРЕВО","856","979"
"БУРГАС","ПРИМОРСКО","С.ПИСМЕНОВО","110","210"
"БУРГАС","ПРИМОРСКО","ГР.ПРИМОРСКО","3394","3293"
"БУРГАС","ПРИМОРСКО","С.ЯСНА ПОЛЯНА","548","701"
"ВАРНА","АВРЕН","С.АВРЕН","571","768"
"ВАРНА","АВРЕН","С.БЕНКОВСКИ","520","666"
"ВАРНА","АВРЕН","С.БЛИЗНАЦИ","612","994"
"ВАРНА","АВРЕН","С.БОЛЯРЦИ","117","200"
"ВАРНА","АВРЕН","С.ДОБРИ ДОЛ","8","72"
"ВАРНА","АВРЕН","С.ДЪБРАВИНО","1402","1449"
"ВАРНА","АВРЕН","С.ЗДРАВЕЦ","243","545"
"ВАРНА","АВРЕН","С.КАЗАШКА РЕКА","265","288"
"ВАРНА","АВРЕН","С.КИТКА","193","308"
"ВАРНА","АВРЕН","С.КРУША","36","111"
"ВАРНА","АВРЕН","С.ПРИСЕЛЦИ","883","1234"
"ВАРНА","АВРЕН","С.РАВНА ГОРА","127","288"
"ВАРНА","АВРЕН","С.САДОВО","287","352"
"ВАРНА","АВРЕН","С.СИНДЕЛ","1195","1161"
"ВАРНА","АВРЕН","С.ЦАРЕВЦИ","609","714"
"ВАРНА","АВРЕН","С.ТРЪСТИКОВО","515","637"
"ВАРНА","АВРЕН","С.ЮНАК","97","118"
"ВАРНА","АКСАКОВО","ГР.АКСАКОВО","8086","8060"
"ВАРНА","АКСАКОВО","С.БОТЕВО","111","289"
"ВАРНА","АКСАКОВО","С.ВОДИЦА","110","213"
"ВАРНА","АКСАКОВО","С.ВЪГЛЕН","1149","1151"
"ВАРНА","АКСАКОВО","С.ГЕНЕРАЛ КАНТАРДЖИЕВО","334","473"
"ВАРНА","АКСАКОВО","С.ДОБРОГЛЕД","173","354"
"ВАРНА","АКСАКОВО","С.ДОЛИЩЕ","249","434"
"ВАРНА","АКСАКОВО","С.ЗАСМЯНО","119","151"
"ВАРНА","АКСАКОВО","С.ЗОРНИЦА","89","237"
"ВАРНА","АКСАКОВО","ГР.ИГНАТИЕВО","4421","4380"
"ВАРНА","АКСАКОВО","С.ИЗВОРСКО","993","1072"
"ВАРНА","АКСАКОВО","С.КИЧЕВО","849","1223"
"ВАРНА","АКСАКОВО","С.КЛИМЕНТОВО","121","458"
"ВАРНА","АКСАКОВО","С.КРУМОВО","87","274"
"ВАРНА","АКСАКОВО","С.КУМАНОВО","286","410"
"ВАРНА","АКСАКОВО","С.ЛЮБЕН КАРАВЕЛОВО","1657","1717"
"ВАРНА","АКСАКОВО","С.НОВАКОВО","45","184"
"ВАРНА","АКСАКОВО","С.ОРЕШАК","160","416"
"ВАРНА","АКСАКОВО","С.ОСЕНОВО","361","794"
"ВАРНА","АКСАКОВО","С.ПРИПЕК","73","156"
"ВАРНА","АКСАКОВО","С.РАДЕВО","18","48"
"ВАРНА","АКСАКОВО","С.СЛЪНЧЕВО","747","1145"
"ВАРНА","АКСАКОВО","С.ЯРЕБИЧНА","169","206"
"ВАРНА","БЕЛОСЛАВ","ГР.БЕЛОСЛАВ","7940","7736"
"ВАРНА","БЕЛОСЛАВ","С.ЕЗЕРОВО","1841","1762"
"ВАРНА","БЕЛОСЛАВ","С.РАЗДЕЛНА","441","504"
"ВАРНА","БЕЛОСЛАВ","С.СТРАШИМИРОВО","819","937"
"ВАРНА","БЯЛА","ГР.БЯЛА","1948","2085"
"ВАРНА","БЯЛА","С.ГОРИЦА","55","118"
"ВАРНА","БЯЛА","С.ГОСПОДИНОВО","242","276"
"ВАРНА","БЯЛА","С.ДЮЛИНО","271","334"
"ВАРНА","БЯЛА","С.ПОПОВИЧ","551","661"
"ВАРНА","БЯЛА","С.САМОТИНО","2","2"
"ВАРНА","ВАРНА","ГР.ВАРНА","362845","341348"
"ВАРНА","ВАРНА","С.ЗВЕЗДИЦА","1069","1199"
"ВАРНА","ВАРНА","С.КАЗАШКО","362","391"
"ВАРНА","ВАРНА","С.КАМЕНАР","2978","3109"
"ВАРНА","ВАРНА","С.КОНСТАНТИНОВО","1235","1418"
"ВАРНА","ВАРНА","С.ТОПОЛИ","3008","3118"
"ВАРНА","ВЕТРИНО","С.БЕЛОГРАДЕЦ","1706","1213"
"ВАРНА","ВЕТРИНО","С.ВЕТРИНО","890","993"
"ВАРНА","ВЕТРИНО","С.ГАБЪРНИЦА","85","90"
"ВАРНА","ВЕТРИНО","С.ДОБРОПЛОДНО","846","813"
"ВАРНА","ВЕТРИНО","С.МЛАДА ГВАРДИЯ","250","309"
"ВАРНА","ВЕТРИНО","С.МОМЧИЛОВО","145","154"
"ВАРНА","ВЕТРИНО","С.НЕВША","413","538"
"ВАРНА","ВЕТРИНО","С.НЕОФИТ РИЛСКИ","694","1003"
"ВАРНА","ВЕТРИНО","С.СРЕДНО СЕЛО","34","48"
"ВАРНА","ВЕТРИНО","С.ЯГНИЛО","192","257"
"ВАРНА","ВЪЛЧИ ДОЛ","С.БОЯНА","274","226"
"ВАРНА","ВЪЛЧИ ДОЛ","С.БРЕСТАК","752","894"
"ВАРНА","ВЪЛЧИ ДОЛ","С.ВОЙВОДИНО","194","219"
"ВАРНА","ВЪЛЧИ ДОЛ","ГР.ВЪЛЧИ ДОЛ","3157","3102"
"ВАРНА","ВЪЛЧИ ДОЛ","С.ГЕНЕРАЛ КИСЕЛОВО","470","418"
"ВАРНА","ВЪЛЧИ ДОЛ","С.ГЕНЕРАЛ КОЛЕВО","276","260"
"ВАРНА","ВЪЛЧИ ДОЛ","С.ДОБРОТИЧ","364","402"
"ВАРНА","ВЪЛЧИ ДОЛ","С.ЕСЕНИЦА","351","367"
"ВАРНА","ВЪЛЧИ ДОЛ","С.ЗВЪНЕЦ","116","64"
"ВАРНА","ВЪЛЧИ ДОЛ","С.ИЗВОРНИК","194","191"
"ВАРНА","ВЪЛЧИ ДОЛ","С.ИСКЪР","49","127"
"ВАРНА","ВЪЛЧИ ДОЛ","С.КАЛОЯН","208","207"
"ВАРНА","ВЪЛЧИ ДОЛ","С.КАРАМАНИТЕ","306","346"
"ВАРНА","ВЪЛЧИ ДОЛ","С.КРАКРА","4","14"
"ВАРНА","ВЪЛЧИ ДОЛ","С.МЕТЛИЧИНА","81","133"
"ВАРНА","ВЪЛЧИ ДОЛ","С.МИХАЛИЧ","786","809"
"ВАРНА","ВЪЛЧИ ДОЛ","С.ОБОРИЩЕ","314","264"
"ВАРНА","ВЪЛЧИ ДОЛ","С.РАДАН ВОЙВОДА","462","415"
"ВАРНА","ВЪЛЧИ ДОЛ","С.СТЕФАН КАРАДЖА","766","759"
"ВАРНА","ВЪЛЧИ ДОЛ","С.СТРАХИЛ","47","42"
"ВАРНА","ВЪЛЧИ ДОЛ","С.ЧЕРВЕНЦИ","348","378"
"ВАРНА","ВЪЛЧИ ДОЛ","С.ЩИПСКО","90","197"
"ВАРНА","ДОЛНИ ЧИФЛИК","С.БУЛАИР","191","162"
"ВАРНА","ДОЛНИ ЧИФЛИК","С.БЪРДАРЕВО","42","54"
"ВАРНА","ДОЛНИ ЧИФЛИК","С.ВЕНЕЛИН","964","916"
"ВАРНА","ДОЛНИ ЧИФЛИК","С.ГОЛИЦА","496","465"
"ВАРНА","ДОЛНИ ЧИФЛИК","С.ГОРЕН ЧИФЛИК","1435","1392"
"ВАРНА","ДОЛНИ ЧИФЛИК","С.ГРОЗДЬОВО","2538","2464"
"ВАРНА","ДОЛНИ ЧИФЛИК","С.ДЕТЕЛИНА","787","779"
"ВАРНА","ДОЛНИ ЧИФЛИК","ГР.ДОЛНИ ЧИФЛИК","7534","7059"
"ВАРНА","ДОЛНИ ЧИФЛИК","С.КРИВИНИ","61","92"
"ВАРНА","ДОЛНИ ЧИФЛИК","С.НОВА ШИПКА","201","214"
"ВАРНА","ДОЛНИ ЧИФЛИК","С.НОВО ОРЯХОВО","166","199"
"ВАРНА","ДОЛНИ ЧИФЛИК","С.ПЧЕЛНИК","1670","1631"
"ВАРНА","ДОЛНИ ЧИФЛИК","С.РУДНИК","344","345"
"ВАРНА","ДОЛНИ ЧИФЛИК","С.СОЛНИК","189","210"
"ВАРНА","ДОЛНИ ЧИФЛИК","С.СТАРО ОРЯХОВО","2812","2801"
"ВАРНА","ДОЛНИ ЧИФЛИК","С.ШКОРПИЛОВЦИ","726","815"
"ВАРНА","ДОЛНИ ЧИФЛИК","С.ЮНЕЦ","29","66"
"ВАРНА","ДЕВНЯ","ГР.ДЕВНЯ","8989","9092"
"ВАРНА","ДЕВНЯ","С.КИПРА","426","508"
"ВАРНА","ДЕВНЯ","С.ПАДИНА","207","332"
"ВАРНА","ДЪЛГОПОЛ","С.АРКОВНА","38","72"
"ВАРНА","ДЪЛГОПОЛ","С.АСПАРУХОВО","470","557"
"ВАРНА","ДЪЛГОПОЛ","С.БОРЯНА","184","217"
"ВАРНА","ДЪЛГОПОЛ","С.ВЕЛИЧКОВО","633","623"
"ВАРНА","ДЪЛГОПОЛ","С.ДЕБЕЛЕЦ","1","15"
"ВАРНА","ДЪЛГОПОЛ","ГР.ДЪЛГОПОЛ","4929","4675"
"ВАРНА","ДЪЛГОПОЛ","С.КАМЕН ДЯЛ","243","243"
